	SRR4047452	SRR4047453	SRR4047431	SRR4047415	SRR4047430	SRR4047450	SRR4047404	SRR4047426	SRR4047425	SRR4047424	SRR4047441	SRR4047410	SRR4047448	SRR4047440	SRR4047446	SRR4047406	SRR4047422	SRR4047435	SRR4047451	SRR4047434	SRR4047408	SRR4047437	SRR4047454	SRR4047405	SRR4047445	SRR4047444	SRR4047414	SRR4047399	SRR4047443	SRR4047449	SRR4047396	SRR4047400	SRR4047398	SRR4047442	SRR4047457	SRR4047419	SRR4047417	SRR4047401	SRR4047403	SRR4047412	SRR4047420	SRR4047423	SRR4047436	SRR4047455	SRR4047428	SRR4047411	SRR4047429	SRR4047427	SRR4047397	SRR4047447	SRR4047456	SRR4047438	SRR4047402	SRR4047433	SRR4047416	SRR4047418	SRR4047421	SRR4047458	SRR4047439	SRR4047432	SRR4047409	SRR4047407	SRR4047297	SRR4047296	SRR4047335	SRR4047282	SRR4047281	SRR4047356	SRR4047348	SRR4047372	SRR4047375	SRR4047366	SRR4047383	SRR4047380	SRR4047246	SRR4047382	SRR4047361	SRR4047386	SRR4047373	SRR4047251	SRR4047368	SRR4047376	SRR4047357	SRR4047245	SRR4047355	SRR4047266	SRR4047277	SRR4047258	SRR4047269	SRR4047247	SRR4047264	SRR4047253	SRR4047268	SRR4047276	SRR4047250	SRR4047256	SRR4047248	SRR4047377	SRR4047395	SRR4047270	SRR4047272	SRR4047265	SRR4047273	SRR4047275	SRR4047384	SRR4047257	SRR4047267	SRR4047259	SRR4047262	SRR4047249	SRR4047381	SRR4047365	SRR4047252	SRR4047274	SRR4047261	SRR4047387	SRR4047374	SRR4047388	SRR4047360	SRR4047364	SRR4047358	SRR4047363	SRR4047255	SRR4047392	SRR4047379	SRR4047271	SRR4047370	SRR4047367	SRR4047354	SRR4047369	SRR4047378	SRR4047391	SRR4047385	SRR4047394	SRR4047254	SRR4047291	SRR4047371	SRR4047393	SRR4047333	SRR4047342	SRR4047389	SRR4047292	SRR4047329	SRR4047313	SRR4047326	SRR4047293	SRR4047307	SRR4047328	SRR4047324	SRR4047305	SRR4047306	SRR4047304	SRR4047327	SRR4047334	SRR4047312	SRR4047337	SRR4047320	SRR4047317	SRR4047289	SRR4047347	SRR4047303	SRR4047294	SRR4047319	SRR4047316	SRR4047330	SRR4047314	SRR4047308	SRR4047298	SRR4047349	SRR4047286	SRR4047325	SRR4047310	SRR4047350	SRR4047284	SRR4047345	SRR4047339	SRR4047351	SRR4047352	SRR4047336	SRR4047340	SRR4047309	SRR4047301	SRR4047318	SRR4047343	SRR4047341	SRR4047287	SRR4047321	SRR4047288	SRR4047322	SRR4047346	SRR4047344	SRR4047302	SRR4047353	SRR4047299	SRR4047279	SRR4047283	SRR4047290	SRR4047300	SRR4047280	SRR4047311	SRR4047285	SRR4047338
ABI1_1								0.16293929712460065																																																					0.0012970168612191958																									1.0																			1.0														1.0					1.0							1.0							1.0								1.0									1.0		1.0													1.0			1.0														1.0													1.0		
ABI1_9								0.7759999999999999																																																					0.5808656036446469																																												1.0														0.8639455782312925					0.0							0.5485611510791367							1.0								0.0									1.0		0.0													0.7472283813747228			0.7652060170045781														0.0													1.0		
ABI2_1																															1.0													1.0																							1.0												0.0																							1.0					0.5363321799307958							0.0035587188612099642			1.0									0.271523178807947						1.0																																																		0.0																				
ABI2_10																															0.0													0.0																							0.0									0.0			0.0																							0.0					0.0										0.0									0.0						0.0							0.059829059829059825																																																															
ABI2_14																															1.0													1.0																							0.0									1.0			1.0																							1.0					1.0							1.0			1.0									1.0						1.0							1.0																																												0.0																			
ABI2_2																															0.0													0.0																							0.0									0.0			0.0																							0.0					0.0064516129032258064							1.0			0.034981905910735835									0.0						0.0							0.15708812260536398																																																															
ABLIM1_2													0.0						0.0																																																													1.0																								0.0051813471502590676																								0.03827751196172249			1.0																																			1.0			0.00015701051970482018					0.0		1.0								0.9891304347826086			0.0	0.0		0.0005162622612287042	1.0			0.03311258278145696	1.0			1.0	0.1174496644295302			
ABLIM1_3													1.0						1.0																																																													0.5211267605633803																								0.995850622406639	0.0																									1.0																																				0.0			0.0					0.0										0.0	0.0		0.0	0.0											0.0			
ABLIM1_6																																																																																0.6936936936936937																									0.0																							0.9607438016528924		1.0																																				0.0			0.0					0.0										0.0	0.0		0.0	0.0			1.0			0.9487179487179488	1.0				0.0			
ABLIM1_8													1.0						1.0																																																													1.0																								1.0	1.0																							1.0			1.0																																			1.0			1.0					1.0		1.0								1.0			1.0	1.0		1.0	1.0			1.0	1.0				1.0			1.0
ACADM_3	1.0									1.0									1.0				0.7085610200364298	0.6504629629629629	1.0												1.0			0.7307692307692307		1.0	0.7532065457762053																							1.0	1.0	1.0	1.0						1.0				0.11147811725846407	1.0						0.2380952380952381	0.9910313901345292		0.3554083885209713	0.06524317912218268			0.5194805194805194	1.0		1.0	0.9032258064516128		0.4780835881753313			1.0					1.0							1.0						0.5044955044955045	1.0	1.0				1.0		1.0	1.0	0.12359550561797752							1.0																				0.0029850746268656717				1.0					1.0			0.00019688915140775746		1.0			0.0										1.0					0.1020408163265306									0.23305785123966946	0.9916666666666668			0.2090395480225989
ACADM_5	1.0																						0.5518207282913166	0.5065359477124183																0.6132596685082873		1.0	0.6362451108213821																																				0.06516072980017376							0.1292517006802721	0.9833333333333332		0.3393665158371041	0.033128834355828224			0.4032258064516129			1.0	0.8342541436464088		0.31733333333333336															1.0						0.34993446920052423	1.0	1.0				1.0			1.0	0.07418397626112759							1.0																				0.0029850746268656717				1.0					1.0			0.0		1.0			0.0										1.0					0.043478260869565216									0.13594040968342644				0.1139240506329114
ACOT9_1		1.0	1.0					0.8674698795180723																															1.0									1.0											1.0				1.0		1.0		1.0							0.0																							1.0																															0.9931682322801024														1.0																																					0.7308868501529052																							
ACOT9_2		1.0	1.0					0.8980891719745223								1.0		1.0			1.0																		1.0									1.0											1.0				1.0		0.9960552268244576	1.0	1.0		1.0					1.0											1.0												1.0																															0.3414905450500556														1.0																																					1.0																							
ACP1_1				0.61				1.0					0.8637992831541219		1.0	0.7991886409736308		0.8034638554216867	0.991218441273326		0.9673202614379084	0.7875		0.9736346516007532	0.9791183294663574						0.946938775510204	0.6141479099678456	0.8459069020866774	0.6282940360610264			0.9689119170984456			1.0		1.0	1.0	0.9581564584596726	1.0			1.0	0.7533206831119544	0.4593993325917686			1.0	1.0		0.8503225806451613	0.8145922746781116	0.8364870720785786	0.919843597262952		0.9953161592505856	0.07453416149068323	0.04089219330855018		0.5598705501618123												1.0							1.0					0.6608187134502924		1.0				0.6989247311827957		0.3133047210300429			0.9473684210526316		1.0	1.0			1.0									1.0											1.0	1.0									0.3233082706766917			0.9642857142857144			0.8278829604130808								1.0				1.0		1.0		1.0	1.0	1.0																					1.0	1.0					1.0		0.987878787878788										1.0	1.0		
ACP1_2	0.23919915700737615					0.3085234093637455		0.38333333333333336	0.39	0.2306501547987616		0.7538461538461538	0.3831775700934579	0.8628571428571429	0.3202614379084967	0.5285106382978724	0.4189873417721519	0.5249849488260084	0.30950570342205325		0.36342042755344417	0.5824175824175825	0.2360319270239453	0.27485380116959063	0.36816816816816816	0.6717791411042945					0.29737609329446063	0.6518218623481782	0.536	0.15993537964458804	0.6505576208178439	0.954954954954955	0.33989266547406083	0.6017316017316018		0.16814159292035402	0.6734693877551021	0.10709939148073022	0.1856060606060606	0.2649642492339121	0.2535612535612536		0.6727272727272727	0.1936056838365897	0.04925053533190578	0.44984802431610943			0.6044711951848667	0.581858407079646		0.2631578947368421	0.4351706036745407	0.23524612455806365	0.24031007751937986	0.5659824046920822	0.2226148409893993	0.9396984924623116	0.9720496894409938	0.7572692793931732	0.5619047619047619	0.4074074074074074			0.4742729306487696			0.9806060606060606	1.0	0.8650602409638555		1.0	0.6235955056179775	0.8221258134490239	0.5667870036101083			1.0	0.9520239880059971	0.24354243542435425				1.0	0.3583815028901734		0.23237597911227156	0.5504885993485342			0.3628691983122363					0.4749034749034749		0.2631578947368421	0.4724857685009488			0.2599837000814996		1.0				1.0	0.6968838526912181		0.6678200692041523				0.9844357976653696		1.0				1.0	0.1264367816091954	0.5164075993091537						1.0					0.9808429118773946	0.32338308457711445	0.7920792079207921		0.4180704441041347								0.0	1.0			0.0		0.0		0.06752411575562701	0.3642512077294686	0.37666666666666665			1.0																		0.375	0.0					0.2759856630824373		0.0										0.08260869565217391	0.0		0.4344827586206896
ACP1_5		0.9685230024213076	0.9716312056737588	0.6470588235294118				1.0				0.946768060836502	0.888235294117647	0.9367088607594936		0.8186813186813187	1.0	0.826057980673109	0.9905548996458088		0.9596774193548387	0.9145728643216079			0.9820895522388059	0.909307875894988	1.0			0.96	0.9395348837209302	0.8639455782312925	0.9025380710659898		0.8900811305940853	0.8738738738738738	0.97196261682243	1.0	1.0	1.0	0.8956521739130435	1.0	1.0	0.9507845934379456	1.0		1.0	1.0		0.555352241537054			1.0	1.0		0.7871559633027523	0.8849227490676611	0.7647058823529411	0.8876712328767123	0.7440273037542662	0.9933993399339934	0.7248384118190212	0.8429701765063907	0.9874739039665972	0.7457943925233644	1.0			1.0	1.0		1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	1.0	1.0			1.0	1.0	0.7121588089330024		1.0	0.921921921921922	0.6830985915492958		0.6666666666666666		0.3442622950819672		1.0	0.9705882352941176						1.0		1.0				1.0	0.9848197343453512		1.0				1.0		1.0				1.0		1.0						1.0	1.0				1.0	0.9662921348314608	0.97196261682243		0.8027613412228797									1.0							1.0	1.0	1.0	1.0		1.0																1.0		1.0					1.0	1.0											1.0			1.0	1.0
ACTR2_5						0.0		0.0							0.0		0.0					0.0								0.0024174053182917004			0.0						0.0																				0.0							0.0		0.0	0.0				0.0			0.0				0.0	0.0									0.0							0.0					0.004484304932735426					0.0		0.0				0.0	0.0						0.0	0.0			0.0						0.0	0.0	0.0							0.0		0.0	0.05856832971800434			0.4368932038834951									0.8379837983798379	0.0			0.0		0.997322623828648	1.0			0.0													1.0		0.0	1.0			0.0				0.0	0.0010319917440660474		0.0		0.0	0.0	0.0		0.0					0.028680688336520075	
ACVR2A_4																																																																				0.4204275534441805		1.0		0.22153846153846155		1.0									1.0	1.0				1.0	1.0				1.0		1.0					1.0						1.0	1.0						1.0	1.0			1.0		1.0		0.9555555555555556				0.4290271132376395					1.0	1.0	1.0		1.0														1.0		1.0	1.0	1.0			1.0				0.8978102189781022	0.891846921797005				1.0	1.0		1.0		0.6782963298595378		1.0			0.7531645569620253													1.0				1.0			0.436105476673428						0.017543859649122806	0.9366336633663368	1.0
ACYP1_1																																							0.3939393939393939																												0.1978984238178634																																						0.7461773700305809																																											0.0						0.0										0.0		0.0	0.0	0.0			0.0								0.0								0.0				0.0											
ADGRL2_10													0.0																													0.0																																	0.0																														0.0									0.0		0.0										0.6373626373626373															1.0																									0.0	0.0															0.0																				
ADK_2		1.0	1.0											0.6885245901639344												1.0		1.0				1.0		1.0	1.0																															1.0	1.0		1.0				1.0						1.0	1.0						1.0			1.0			1.0								1.0																			0.7196029776674938					1.0														1.0																																																	1.0															
ADSL_1	0.9008406244638876	0.7287340924313462	0.6984687868080094	1.0	0.8766626360338573	0.926815947569634	0.9906687402799378	0.8427947598253275	0.9926739926739928	0.8940879798262819		0.9840213049267644	0.9638826185101579	0.8451612903225807	1.0	0.5173611111111112	0.9438976377952756	0.4644030668127054	0.9972286374133951	0.9724067450178844	0.637599093997735				0.8975817923186344	0.6419919246298789		1.0	1.0	0.7925233644859813		0.6205962059620597	0.7084318360914106		0.6206060606060606	1.0	0.861271676300578	0.7893639207507821	0.7984496124031008	0.9653304442036836	0.7254901960784313	0.79750346740638	0.9782833505687694		0.9867549668874172	0.3445378151260504	0.9969135802469136	0.03409090909090909	0.5605749486652978	1.0	0.9985349518627041	1.0	0.7140509449465899	0.7177399457192203	0.8041002277904328	0.5386996904024768	0.8016369764082811	0.5133273435160227	0.7712765957446809	0.933774834437086	1.0	1.0	1.0		0.8590852904820766	1.0		1.0	0.9976613657623948					0.9220779220779219			1.0	0.9079754601226994	0.6997792494481236	1.0	1.0	0.7435897435897436	0.9571663920922572			1.0		1.0	0.32642487046632124		0.0			1.0	0.24829157175398636				1.0					0.2743142144638404			1.0		1.0			0.0		1.0	1.0			1.0			1.0	1.0	0.30777903043968435			1.0	0.93756727664155					1.0								1.0		1.0																												1.0																	1.0				1.0				1.0					0.0		0.57
AFF4_2																											1.0																																								1.0			0.0									1.0			1.0	1.0																		1.0																		1.0																																																				1.0																	0.9987515605493134		1.0												
AGTRAP_1	0.5285087719298246														0.5544041450777202															0.4322766570605187													0.3275178429817605														0.0													0.0					0.0													0.0																				0.0									0.0			0.0																																																																																		
AGTRAP_4	0.40443213296398894														0.6838235294117647							0.4875								0.286231884057971													0.3275178429817605														0.0													0.0					0.0													0.0																				0.0									0.0			0.0																																																																																		
AHI1_9																																																															1.0																										0.0																																																		0.2323232323232323		0.0423728813559322													1.0																	0.5664335664335665					1.0					0.018469656992084436				0.5483870967741935															0.4166666666666667		0.7477477477477478
AIG1_1																									0.7462148521989906	1.0						1.0			1.0		0.7718780727630286		1.0		1.0																																											1.0																	1.0																																									1.0			1.0					1.0																	1.0																	1.0																	1.0	1.0
AK2_5	0.0					0.0									0.0	0.0	0.4705357142857143	0.0	0.0			0.0			0.0			0.0							0.0										0.0																0.0										0.0		0.0						0.0			0.0			0.000691085003455425									0.0		0.0	1.0									0.0	0.0									0.0				0.0		0.0							0.005952380952380952																				0.0																0.0				1.0					1.0																				1.0					0.15231788079470202			
AKAP13_3																																																1.0																	0.0			0.6572164948453608							1.0																			0.0							0.0		0.0			0.0							0.0	0.0																																															0.0																																									
AKAP6_1																																																																																																																																											0.0														0.0	0.0		0.0			0.0	0.0	0.0			0.0												0.0			0.0					0.0		0.0																0.0
AKAP9_1																																																																																																																																	1.0									1.0																						1.0	1.0							1.0	1.0					0.9978308026030368							1.0			1.0												1.0			1.0			
AKAP9_3					1.0	1.0																																			1.0						1.0						1.0	1.0		1.0		0.9990427568602424							1.0	1.0		0.12710911136107986		0.9986702127659576									1.0			1.0	1.0	1.0		1.0			0.9955357142857144		1.0		1.0				1.0	1.0	1.0				1.0						1.0	1.0	1.0		1.0				0.9990512333965844							1.0		0.6550724637681159	1.0		1.0		0.718892104175279	0.9983277591973244	0.0	0.6370590735231619	0.3455964325529543		0.34251290877796897	0.0	0.6888888888888889			1.0	0.0	0.00033145508783559825	0.03494623655913978	0.0	0.0		1.0	1.0	0.605002156101768	1.0	1.0	0.2812051649928264	0.0			0.9972413793103448			0.8461538461538461			0.0	0.8153846153846154		1.0	1.0	1.0	0.9329645297754636	0.0		0.929101838755304	1.0		0.6177861873226111		0.7564880568108457	0.2728904847396769		0.4898452611218569	0.9991909385113268	0.0	0.08455882352941177	0.8431372549019608	0.7553688141923436	1.0	0.9973386560212908		0.998963998963999	0.02127659574468085	0.0	0.0	0.6952380952380952	0.0137221269296741	1.0	0.9909967845659164	1.0	0.3687943262411347	0.0	0.5882048629073978	0.8690744920993227
AKR1A1_1	0.0010183299389002038	0.1900503074343209	0.2	0.22388059701492535	0.3009708737864077	0.3632331197634303	0.0	0.3166144200626959	0.022900763358778626	0.00599647266313933		0.01782178217821782	0.7689075630252101	0.3730407523510972	0.3367243133265514	0.0	0.017168772270813086	0.0006199628022318662	0.3893893893893894	0.0			0.6049180327868853	0.6061320754716981	0.6086270384008416	0.047619047619047616		0.22015915119363394	0.23854660347551346	0.20141700404858304	0.0	0.048169556840077066	0.01509433962264151	0.2265571526351814	0.04875239923224568	0.6242171189979123	0.5513373597929251	0.6317061382310295		0.0	0.4801901743264659	0.3695187165775401	0.0005243838489774515	0.0	0.00234192037470726	0.27341532639545885	0.3146551724137931			0.07628865979381444			0.30755914598961337	0.2742500973899494					0.3188405797101449			0.5563198624247635	0.0	0.07035755478662054	0.012987012987012988	0.0	0.4340071343638526						0.0		0.0		0.0					0.0						1.0				0.0				0.0625		0.0					0.3177257525083612							0.0		0.0005271481286241433							1.0		1.0	1.0	0.5959885386819485			0.8497109826589595	0.0099009900990099				0.1198501872659176	0.7068273092369478		0.0	0.0		0.0					0.013850415512465374						1.0		0.0		0.0	0.0			0.0		0.0			0.0				0.0				0.0					0.0		0.0																0.0	0.0						0.392		0.0	0.0
AKR1A1_5	0.6585812356979405	0.6707289031961371	0.7117408906882591	0.9839357429718876	0.9481481481481482	0.9632027257240204	0.9963636363636365	0.5776081424936387	0.6837060702875399	0.6626047220106626	0.3333333333333333	0.41935483870967744	0.7067209775967414	0.7595907928388747	0.8671978751660027	1.0	0.9039866416197035	1.0	1.0	1.0			0.8030150753768844	0.7735399284862932	0.4744831196021984	0.592964824120603		0.5311111111111111	0.5776566757493188	0.4782209995414947	1.0	0.6892911010558069	0.8639910813823858	1.0	0.6362001798022175	0.5544472152950956	0.5040723981900452	0.8060517681370762	0.4105263157894737	1.0	0.7206063088897993	0.7659984579799537	0.99929203539823	0.9997512437810944	0.716390423572744	0.924583031182016	0.5156838143036386		0.8839779005524862				0.5140877598152425	0.5156596013919645					1.0			0.8739088263821533	1.0	0.9559834938101788	0.9787234042553192	0.0	1.0	0.30049261083743845		1.0			1.0		1.0		0.5477214101461737					1.0						1.0				1.0				1.0		1.0				0.18495297805642635	1.0							1.0		1.0						0.0006600660066006602	1.0		1.0	0.0014771048744460858	0.9977349943374858			0.5780590717299579	1.0				1.0	0.27935813274981763		1.0	0.9964726631393298		0.9978213507625272		0.9481481481481482			0.03619909502262444						1.0		0.0		1.0	1.0		0.0	1.0		1.0			0.7722772277227723				1.0				1.0					1.0		0.5705882352941176																1.0	1.0						0.7093023255813954		0.6338028169014085	1.0
AKR1A1_6	0.00546448087431694									0.018954623779437102													0.7891077636152954	0.7899838449111469	0.3783597518952447												0.36531365313653136				1.0																					0.7217391304347827					1.0								0.0													1.0																														0.0	1.0		1.0		1.0									1.0																1.0													0.0																																									
