	SRR1033183	SRR1033010	SRR1033028	SRR1033278	SRR1032973	SRR1033090	SRR1032957	SRR1032941	SRR1032971	SRR1032970	SRR1032912	SRR1032968	SRR1033161	SRR1032965	SRR1032988	SRR1032930	SRR1032972	SRR1032964	SRR1032981	SRR1032924	SRR1033277	SRR1033275	SRR1032927	SRR1032929	SRR1032951	SRR1032953	SRR1033257	SRR1032919	SRR1032985	SRR1032958	SRR1032945	SRR1032989	SRR1032916	SRR1032966	SRR1032969	SRR1032963	SRR1033077	SRR1032997	SRR1032984	SRR1032910	SRR1032980	SRR1032960	SRR1033043	SRR1032952	SRR1033214	SRR1032940	SRR1032947	SRR1032974	SRR1032946	SRR1032915	SRR1033264	SRR1033148	SRR1033134	SRR1033009	SRR1032956	SRR1032938	SRR1033157	SRR1032967	SRR1032944	SRR1032978	SRR1033002	SRR1032961	SRR1033067	SRR1033044	SRR1033051	SRR1033012	SRR1033222	SRR1033034	SRR1033087	SRR1033049	SRR1033078	SRR1033008	SRR1033176	SRR1033041	SRR1033246	SRR1033082	SRR1033050	SRR1033052	SRR1033115	SRR1033253	SRR1033022	SRR1033154	SRR1033193	SRR1033281	SRR1033036	SRR1033162	SRR1033273	SRR1033066	SRR1033042	SRR1033181	SRR1032950	SRR1033144	SRR1033037	SRR1033185	SRR1033197	SRR1033191	SRR1033057	SRR1033114	SRR1033105	SRR1033180	SRR1033119	SRR1033065	SRR1033111	SRR1033123	SRR1033031	SRR1033103	SRR1033138	SRR1033109	SRR1033025	SRR1033092	SRR1033170	SRR1033207	SRR1033136	SRR1033126	SRR1033254	SRR1033219	SRR1033128	SRR1033023	SRR1033020	SRR1033146	SRR1033038	SRR1033131	SRR1033190	SRR1033081	SRR1033166	SRR1033251	SRR1032992	SRR1032922	SRR1032998	SRR1033186	SRR1033182	SRR1033005	SRR1033266	SRR1033152	SRR1033192	SRR1033150	SRR1033001	SRR1033040	SRR1033060	SRR1033184	SRR1032994	SRR1033075	SRR1033139	SRR1032928	SRR1032962	SRR1033237	SRR1033171	SRR1033153	SRR1033196	SRR1033132	SRR1033069	SRR1033125	SRR1032976	SRR1032939	SRR1033048	SRR1033094	SRR1033147	SRR1033006	SRR1033141	SRR1033163	SRR1033130	SRR1033076	SRR1033209	SRR1033269	SRR1032990	SRR1033032	SRR1033151	SRR1033046	SRR1033226	SRR1033274	SRR1033018	SRR1033072	SRR1033164	SRR1033113	SRR1033089	SRR1033174	SRR1033280	SRR1033054	SRR1033015	SRR1033096	SRR1033070	SRR1033064	SRR1033091	SRR1033110	SRR1033085	SRR1033234	SRR1033068	SRR1033098	SRR1032936	SRR1033255	SRR1033062	SRR1033101	SRR1033019	SRR1033073	SRR1033168	SRR1033145	SRR1033045	SRR1033140	SRR1033160	SRR1033055	SRR1033080	SRR1033241	SRR1033083	SRR1033158	SRR1033121	SRR1033088	SRR1033135	SRR1033013	SRR1033026	SRR1033030	SRR1033189	SRR1033024	SRR1033208	SRR1033116	SRR1033172	SRR1033270	SRR1033240	SRR1033155	SRR1033058	SRR1033225	SRR1033212	SRR1033215	SRR1033129	SRR1033210	SRR1033149	SRR1033127	SRR1033107	SRR1033079	SRR1033261	SRR1033104	SRR1033117
ABCA8_4				0.0																						1.0					1.0												0.022900763358778626													0.0	0.0						1.0								0.07317073170731707				0.0	1.0			0.0			0.35353535353535354		0.0											0.0			0.0	0.0																		1.0	0.0		0.0			0.0									0.0						1.0	0.0																				0.0	0.0			0.0																																																																				
ABCD4_4																	1.0															1.0	0.8421052631578947			0.0						1.0		1.0																																								1.0	0.0																																												1.0					1.0																			1.0						1.0													1.0								1.0						1.0																			1.0															1.0		0.0							0.0		
ABHD14A_1					1.0			1.0				1.0												1.0									1.0							1.0					1.0			0.0						1.0			1.0							1.0																																																			1.0	1.0									1.0						1.0						1.0																				1.0																											1.0																									1.0				1.0					1.0				1.0									
ABHD14B_2											1.0	1.0		0.0	1.0							1.0										0.0								1.0	1.0			0.6521739130434783					1.0								0.0							1.0													1.0														0.0			1.0														0.0							1.0			1.0					1.0	1.0													1.0	1.0		1.0																												0.2842105263157895										0.35		1.0																																		1.0												1.0					
ABHD14B_3											1.0	1.0		0.0	1.0							1.0										0.0							1.0	1.0	1.0			0.75				1.0	1.0								0.027027027027027032							1.0					1.0								1.0						1.0								0.0			1.0														0.04										1.0						1.0	1.0												1.0	1.0		1.0															1.0													0.3703703703703704										0.4693877551020408		1.0																																		1.0												1.0					
ABHD18_1															1.0			1.0									1.0																								1.0		1.0										1.0				1.0		1.0																		1.0																																							1.0	1.0		1.0														1.0																						1.0												0.0				1.0										1.0						1.0																				1.0								1.0						
ABHD18_3	0.0																																				0.043478260869565216																1.0			1.0							1.0			1.0																											1.0			1.0																																															1.0																1.0						0.0																			0.0							0.0																										1.0														
ABHD18_6															1.0			1.0									1.0																								1.0		1.0										1.0				1.0		1.0																		1.0		0.0																																					1.0	1.0		1.0														1.0																						1.0																1.0														1.0		0.0																																		
ABI1_1			0.0	0.0		0.0		0.4264705882352941		0.0		0.0	0.16666666666666666	0.0							0.0	0.9615384615384616	0.0	0.0		0.0		0.0		0.0	0.0			0.18181818181818185		0.0	0.0									0.0		0.0	0.0		0.0		0.5				1.0			0.0	0.0				0.6821192052980133	0.040816326530612235	0.0				1.0		0.0	0.0	0.0							0.0	0.4418604651162791					0.0						0.0		1.0										1.0		0.0		1.0			0.9876543209876544			0.0	0.9565217391304348		0.0	1.0	0.0		0.0	1.0		1.0	0.8484848484848485				0.0	0.0					0.0	0.0	0.18446601941747573			0.2765957446808511		0.0			1.0		1.0					0.0				0.0	0.0	0.0			1.0				0.0	0.3225806451612903							0.0							0.0	1.0			0.0			0.0			0.0	0.0				0.0			1.0																		0.0	1.0								0.3			0.0	0.0
ABI1_3																						1.0		0.0		0.043478260869565216					1.0					1.0	1.0											1.0	1.0																1.0																																													1.0			1.0				1.0		1.0	1.0	1.0		1.0			1.0					1.0								1.0								1.0		1.0										1.0				1.0				1.0														1.0												1.0													1.0		1.0								1.0			1.0								1.0				1.0
ABI1_7			1.0	1.0		1.0		1.0				1.0	0.7435897435897436								1.0		1.0	0.0		0.06382978723404255		1.0																		1.0														1.0					1.0	1.0							1.0		1.0							1.0	1.0											1.0		1.0										1.0							1.0		1.0	1.0					1.0					1.0	1.0				1.0						1.0					1.0		0.8461538461538461			1.0											1.0		1.0							1.0	1.0														1.0							1.0			1.0	1.0				1.0			1.0						1.0																					1.0			1.0	1.0
ABI1_8			1.0	1.0		1.0		1.0				1.0	1.0	1.0							1.0	1.0	1.0					0.44			1.0					1.0	1.0						1.0			1.0		1.0	0.2727272727272727				1.0							1.0		1.0			1.0	1.0	1.0					1.0	1.0	1.0	1.0							1.0	1.0			1.0						1.0		1.0		1.0							1.0			1.0				1.0			1.0		1.0	1.0	1.0	1.0	1.0	1.0	0.3830508474576271		1.0			0.7037037037037037	0.8620689655172413	1.0			1.0						1.0		1.0			1.0					0.0		1.0				1.0					0.2	1.0	1.0			1.0		1.0		0.3023255813953488	1.0						1.0							1.0	1.0	1.0						1.0				0.007874015748031496				1.0		1.0	1.0						0.1948051948051948		1.0											1.0				1.0				0.6842105263157895			1.0	0.0
ABI2_14										1.0			1.0			1.0		0.0						1.0						1.0						1.0		1.0									1.0		0.639344262295082				1.0														1.0																	1.0		1.0																		0.0						1.0							1.0		1.0					1.0	0.0			1.0	1.0	1.0						1.0									1.0										1.0	1.0																							1.0											1.0							1.0								1.0			1.0							1.0																
ABI2_6																														0.0						0.0													0.0				0.5263157894736842																																	0.0																															0.0		0.0					0.0					0.0																0.0										0.0	1.0																							0.0																										1.0			0.0																							
ABI2_7										1.0			1.0			0.0		0.0						0.0			0.0			1.0		0.10638297872340426				0.0											0.9411764705882352		0.0				0.7586206896551724														1.0																	0.0		1.0																		1.0						0.41935483870967744							0.026086956521739132		1.0					1.0	0.0				0.0	1.0						1.0						1.0			0.0										1.0	1.0																					0.0		1.0											1.0					0.0		1.0		1.0						1.0			0.0							0.0																
ABI2_9										1.0			1.0			1.0		0.0												1.0						1.0											1.0		0.4358974358974359				1.0														1.0																	1.0		1.0																		0.0						1.0							1.0		1.0					1.0	0.0			1.0	1.0	1.0						1.0									1.0										1.0	1.0																							1.0											1.0							1.0								1.0			1.0							1.0																
ABI3BP_100		1.0							0.07692307692307693		1.0													0.6									1.0	1.0						1.0					1.0			1.0										1.0	1.0		0.18181818181818185					1.0			1.0			1.0					1.0												0.4642857142857143								1.0					1.0																											0.6363636363636364				1.0																							1.0			1.0			1.0						1.0											1.0								1.0	1.0							1.0																	1.0																			
ABI3BP_11		1.0							1.0															1.0									1.0	1.0						1.0								1.0											1.0		1.0								1.0																				1.0								1.0					1.0																											1.0				1.0																							0.09090909090909093			0.0	1.0		1.0																	1.0								1.0								1.0																	1.0																			
ABI3BP_113		0.0							1.0		1.0		0.7037037037037037		0.0									1.0		1.0	0.3043478260869565			1.0			0.0							0.8133333333333334					1.0	1.0		1.0								1.0		1.0	1.0	1.0	0.4772727272727273		1.0	0.9		0.21428571428571427	1.0		1.0		1.0	0.05		1.0						1.0	1.0	1.0	1.0					1.0	0.4961832061068702					0.4754098360655738			0.15384615384615385					1.0		1.0		1.0		1.0			0.0									0.0		0.8823529411764706							0.06451612903225806			0.0	0.35714285714285715													1.0		0.0	0.04166666666666666			0.0				0.0			1.0	0.25925925925925924		0.0					0.2	1.0				1.0							0.7625570776255708								0.03896103896103896	1.0							0.34306569343065696				1.0													0.0			0.01935483870967742	0.07317073170731707															
ABI3BP_114									1.0		1.0							1.0						0.2																1.0																				1.0														1.0							1.0													1.0										1.0				1.0																					0.0																																							0.8064516129032258				1.0							1.0																																																				
ABI3BP_13									1.0																								1.0											1.0														1.0	1.0								0.0		1.0																				1.0							0.0						0.11864406779661014																																																																													0.0																																	1.0																			
ABI3BP_14			1.0															1.0									1.0						1.0									0.0									1.0	1.0							1.0				1.0			0.2727272727272727	1.0													0.3663366336633663	1.0										1.0					1.0						1.0	1.0			1.0										1.0													1.0						0.0													1.0	1.0			0.8666666666666667				1.0								1.0			0.30612244897959184												1.0		1.0														1.0	1.0			1.0								1.0								0.7121212121212122						1.0										
ABI3BP_21		1.0							1.0															1.0									1.0	1.0						1.0								1.0											1.0										1.0																				1.0								1.0					1.0																															1.0																																														1.0								1.0								1.0																	1.0																			
ABI3BP_22									0.7538461538461538	0.875	0.0		1.0					1.0						0.7619047619047619		1.0				0.6923076923076923			1.0							0.21568627450980396					1.0	1.0		1.0	1.0									1.0	1.0	0.44	1.0		1.0	0.875		1.0	1.0		1.0		1.0			0.4444444444444444						1.0	0.0		0.92					1.0	1.0					0.0			1.0					0.9790940766550522		0.0		0.625		0.0									1.0																1.0								1.0					0.5													1.0	1.0								0.07407407407407407			1.0	0.0						1.0	0.17880794701986755									1.0							1.0				1.0			1.0													1.0																
ABI3BP_23		0.0							1.0				0.5151515151515151		0.0			1.0						1.0			0.2						0.3069306930693069							0.2631578947368421						1.0		1.0	1.0										1.0	1.0	0.2923076923076923		1.0			0.1851851851851852	1.0		1.0			0.0								1.0								1.0	0.40540540540540543					0.0			0.13725490196078433					1.0									0.0									0.0									0.025210084033613446			0.0	0.28															0.0	0.04166666666666666			0.0				0.0			1.0	0.25925925925925924		0.0					0.0												0.1746031746031746								0.019867549668874173	1.0							0.25619834710743805				1.0													0.0			0.09523809523809523	0.05															
ABI3BP_30			1.0										1.0					1.0									1.0						1.0									1.0									1.0								0.0				0.0			1.0	1.0													1.0																0.0						1.0	1.0			1.0																													1.0													1.0	1.0			1.0				1.0								0.7579617834394905			1.0												1.0		1.0																										0.0								0.5078125				1.0												
ABI3BP_79									0.0																								0.0	0.0																					1.0			0.0	0.0								0.0		0.0																				0.0													0.0																																																																													0.0																0.0																	0.0																			
ABI3BP_84		1.0							1.0		1.0													1.0									1.0	0.0						1.0								0.0							1.0			1.0	0.0		1.0								1.0																				1.0								0.0					1.0																											1.0				1.0																											1.0		0.0									1.0							0.8333333333333334	0.0								1.0								0.0																	1.0																			
ABL2_2	0.0		0.0	0.0	0.0	0.25	0.06976744186046513				0.2					0.9565217391304348		0.0					0.0		0.0	0.9047619047619048			0.0	0.0						1.0	0.0	0.0		0.0	0.0	0.0		0.9393939393939394	0.0	0.04477611940298507	0.0			1.0		0.2777777777777778			0.7894736842105263				1.0		0.018867924528301886	0.0		0.18811881188118806	0.5238095238095238							0.0			0.7241379310344828					0.0					0.0											1.0			1.0	1.0												1.0				0.16964285714285715											0.0			1.0		0.0					0.0		0.0	0.09090909090909093					0.93006993006993	0.92		0.0	0.7647058823529411				0.0				1.0			0.0	0.6206896551724138	0.0	0.0		0.0	0.0					0.0				0.9886363636363636	0.7468354430379747					0.0	0.0	0.3		0.0	1.0		1.0		0.8181818181818182		0.8350515463917526	0.0	0.0033003300330033004		0.0	0.4141414141414141	0.16129032258064516	0.8333333333333334	0.8571428571428571	1.0	0.0	1.0				0.0		0.0		0.0			0.4375	0.0	0.2631578947368421	0.21428571428571427		0.0			0.765				1.0			1.0	0.7777777777777778	0.0
ABLIM1_1			0.0							1.0																							0.0				0.0										0.0														1.0																	0.0													0.0				0.0				0.0								0.0		0.0							0.0																			0.0																														1.0		0.0																											0.0				1.0	1.0	0.0								0.0			1.0	1.0	0.0												0.9674796747967479					0.0	
ABLIM3_3	0.18181818181818185																	0.0																														0.0												0.0	0.0																																	0.0										0.0																																																																																					0.0								0.0				0.0					0.0				0.0	0.0	0.0	0.0						0.0			0.0		0.0	0.875	0.0			0.0	0.7391304347826086	0.7857142857142857
ABLIM3_4	1.0																	1.0																																		0.75									0.0																																											0.0																																																																0.0																													0.0												1.0		1.0	1.0	1.0			0.29411764705882354		0.0	1.0			1.0		0.0	0.2857142857142857	1.0			1.0	1.0	
ABLIM3_7																0.0		1.0																														0.0												1.0	1.0																																	1.0										1.0																											1.0																																					1.0																					0.0			1.0					1.0				0.0625					0.0			1.0	0.01492537313432836	1.0	0.3409090909090909				1.0		0.4	0.2	0.0		1.0		1.0	0.21649484536082475	1.0			0.27450980392156865	1.0	0.04225352112676056
ACAD8_1											1.0																				1.0															1.0			1.0														1.0																												1.0		1.0																				1.0	1.0															1.0								1.0																																											1.0			1.0							1.0																																									
ACADM_2		1.0	1.0		1.0		1.0			0.6103896103896104	1.0	0.09090909090909093		1.0	1.0		1.0	1.0	0.8695652173913043	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0			1.0	0.09523809523809523		0.95		1.0	1.0	1.0	0.8035714285714286		1.0	1.0	1.0	1.0	1.0			1.0		0.631578947368421	1.0		1.0	1.0		0.5	1.0				1.0		1.0	0.0	1.0		1.0		1.0	1.0	1.0		1.0				1.0	0.08771929824561403	1.0		0.8181818181818182				1.0								1.0			1.0	1.0	1.0			1.0		1.0	1.0	1.0	1.0	1.0							1.0				1.0	1.0	1.0	1.0					1.0		1.0			1.0	0.945945945945946		0.5172413793103449		1.0				1.0	0.0		1.0	0.6190476190476191	1.0	0.9090909090909092					1.0	1.0	0.9310344827586208	1.0	0.6666666666666666			0.4117647058823529			0.8333333333333334	0.0			1.0	1.0	0.35897435897435903		1.0					1.0	1.0			1.0		1.0	1.0	1.0	1.0						1.0				1.0	1.0				0.0		1.0	1.0				1.0			0.0	1.0			1.0		1.0	1.0		1.0		1.0				1.0				1.0		1.0	1.0	
ACADM_3			1.0		1.0		1.0			0.4174757281553398	1.0	0.047619047619047616		1.0	1.0		1.0	1.0	0.7931034482758621	1.0	1.0		1.0	1.0			1.0	1.0				0.02564102564102564		0.8947368421052632		1.0	1.0		0.6333333333333333		1.0	1.0	1.0	1.0	1.0			1.0		0.4166666666666667	1.0		1.0	1.0			1.0				1.0		1.0	0.0	1.0		1.0		1.0	1.0	1.0		1.0					0.037037037037037035	1.0		0.6666666666666666												1.0			1.0	1.0	1.0			1.0		1.0	1.0	1.0	1.0								1.0				1.0	1.0	1.0	1.0					1.0		1.0			1.0	0.8947368421052632		0.2631578947368421		1.0				1.0	0.0			0.4074074074074074	1.0	0.8333333333333334					1.0	1.0	0.8181818181818182	1.0							0.7333333333333333	0.0			1.0	1.0	0.24242424242424246							1.0						1.0	1.0	1.0	1.0						1.0				1.0	1.0				0.0		1.0	1.0							0.0				1.0		1.0					1.0				1.0						1.0	1.0	
ACADVL_1						1.0												1.0				1.0		1.0		1.0	1.0									1.0	1.0	1.0					1.0					1.0	1.0				1.0					1.0			0.0			1.0		1.0		1.0				1.0	1.0	1.0	1.0			1.0	1.0					0.958041958041958		1.0	1.0	1.0	1.0		1.0	1.0				1.0						1.0					1.0		1.0					1.0						1.0			1.0			1.0		1.0	1.0				1.0					1.0				1.0	1.0	1.0									1.0	1.0			1.0		1.0				1.0		1.0										1.0			1.0		1.0			1.0		1.0	1.0		1.0	1.0																	1.0	0.06666666666666668					1.0										1.0		1.0	1.0					1.0	
ACAN_2																																																																																										1.0		1.0																					0.9493670886075948													1.0																		1.0			1.0										1.0							1.0													1.0					1.0														0.14285714285714285	1.0				1.0				1.0							0.0										0.0		1.0							
ACBD5_1																	0.0														0.0																																													1.0				1.0							0.0							0.0																												1.0									1.0	0.0					0.0																	0.0	0.0		0.0								1.0																1.0	0.0	1.0		0.0																									0.0														0.0							
ACIN1_3		0.0		0.5		0.0					1.0	1.0	1.0		0.0		1.0	0.06666666666666668				0.0	0.4382022471910113	0.0										0.25925925925925924				0.2857142857142857	0.0			1.0		0.4814814814814815					0.038461538461538464		1.0			0.8461538461538461			0.0			0.0		0.0				0.0				0.7090909090909091	1.0	0.6470588235294118	0.0	0.6	1.0		0.4117647058823529		0.5348837209302325	0.0	1.0			1.0		0.7681159420289855		0.4084507042253521		1.0	0.6448598130841121	0.0						0.0				1.0	0.0	0.5555555555555556	1.0			0.8620689655172413		0.05882352941176471		1.0					1.0	1.0	0.1111111111111111				0.0		0.0	0.0							1.0		1.0				1.0				1.0				0.7272727272727273		0.28		0.0	0.8333333333333334				1.0		1.0			0.7142857142857143					1.0	1.0	1.0		1.0	0.42268041237113396					1.0		1.0	0.8974358974358975	1.0				0.14285714285714285					0.1724137931034483						1.0		1.0	1.0	1.0	1.0					0.8181818181818182								1.0			0.0	1.0	0.0							1.0		0.5454545454545454	1.0			
