	psi_05_10-obs_50_60	psi_05_10-obs_60_70	psi_05_10-obs_70_80	psi_05_10-obs_80_90	psi_05_10-obs_90_100	psi_10_20-obs_50_60	psi_10_20-obs_60_70	psi_10_20-obs_70_80	psi_10_20-obs_80_90	psi_10_20-obs_90_100	psi_20_30-obs_50_60	psi_20_30-obs_60_70	psi_20_30-obs_70_80	psi_20_30-obs_80_90	psi_20_30-obs_90_100	psi_30_40-obs_50_60	psi_30_40-obs_60_70	psi_30_40-obs_70_80	psi_30_40-obs_80_90	psi_30_40-obs_90_100	psi_40_50-obs_50_60	psi_40_50-obs_60_70	psi_40_50-obs_70_80	psi_40_50-obs_80_90	psi_40_50-obs_90_100
10	0.15045788182997477	0.07909530944192467	0.0854176602954585	0.018545159150587853	0.031397160180424044	0.23059580451635897	0.022804629898993345	0.07567749668480062	0.051951052877415194	0.080306732736666	0.10254505675304304	0.08397524983712057	0.05779557370126509	0.11320122169493607	0.08235453357186806	0.061024570448759086	0.10347786336623033	0.1208443797730977	0.058686334328687306	0.09879621457416765	0.08097969664985016	0.05617748691275826	0.12094925733133466	0.03461756277456518	0.08402117039925971
11	0.2195288275249795	0.24191748316027484	0.10470458187153497	0.09961473484078809	0.03648804539546591	0.2682221462608968	0.13648245481226207	0.10793991074376086	0.08721044777287523	0.14661332053889864	0.10653782377589949	0.09589017476604567	0.11162141015595384	0.06756257839116442	0.045582971911112935	0.09043289502864793	0.0782462090763133	0.09043663489786424	0.08362259293665386	0.08537186957044263	0.10318242268119904	0.12205390758012702	0.1167422784455252	0.08629017552680551	0.08102088171863753
12	0.15968015833797922	0.08436894669543704	0.09641195794836455	0.13170182282840248	0.04638570101884654	0.04542508322412597	0.10409840445623841	0.09446082563392477	0.12743721798942698	0.05353134626501255	0.15425166298198156	0.07740957385965008	0.1311827842779425	0.09206866112045486	0.03824471836807064	0.11831716012306026	0.04901541492377348	0.07549339600518967	0.0689545572363689	0.07846152562508102	0.17215525556769262	0.12587917209317667	0.08316909989681376	0.12367168247530969	0.03532389368728317
13	0.07586915952394013	0.17185800541203267	0.1777525919025167	0.061428212638334756	0.053535678985700885	0.025320738857296576	0.09092063924673577	0.08582647891939932	0.06966696756665736	0.15390991013489308	0.13139439001817377	0.13366347910631082	0.07992619893648956	0.14091244940653758	0.09225562375641638	0.17708417278987842	0.09475039601003643	0.10189140724197876	0.11014613805928386	0.12316480244049222	0.11832552720022871	0.10957186239207595	0.07356621423297716	0.10591252498686132	0.06339953095866835
14	0.18909095312980273	0.04983413655324331	0.17429170757637924	0.09649154244159752	0.10205688073784691	0.1654688813397499	0.13148254573732654	0.08017700687882368	0.16382897893257609	0.01956885753034998	0.12857142068983307	0.0911560424236515	0.08793128514292659	0.07149300685770366	0.08413038224241942	0.08680040433435021	0.15537548044260552	0.09140130637736865	0.06356857758507695	0.06772876134923922	0.06968635772137899	0.1147573941215092	0.06796928040382277	0.11495257315857099	0.09102938523415927
15	0.1798295138811965	0.13630308271930047	0.117640946680026	0.04334038257982453	0.08728139330078422	0.15734910146412184	0.14709750902808905	0.12471602239317903	0.07324191718126405	0.07905732001461019	0.05699442615241812	0.12886343239834708	0.04614229334739317	0.08763678082145199	0.09649617804998023	0.08504535128511692	0.1533303705117619	0.1739460333002223	0.060569732008553534	0.05137610218656552	0.1266097802656997	0.049203525324765685	0.07019617290752089	0.12031313471279392	0.03596907595627241
16	0.15011015967182306	0.06056473981245214	0.10046400033152425	0.05624876796221623	0.11347225533602445	0.028577843067469577	0.09517813799719277	0.07125687722202445	0.0802505773250779	0.07113727399562553	0.20878633873155128	0.15036317859043435	0.057401080192765463	0.1384983200478862	0.1340498798710671	0.12809060401242645	0.11656590666492062	0.0755429228168224	0.09939011806915721	0.04229141800269476	0.1588139174672618	0.08662135825444972	0.10703701874540683	0.06617928976949683	0.12096394636938956
17	0.1173055469809745	0.13303302455790955	0.1135640476929074	0.09781896282140723	0.0865179266652708	0.1061717769995042	0.08723299428466225	0.21022769013374554	0.09426841560936128	0.00519210315085572	0.1324592653031227	0.06272492906175842	0.08444106048253064	0.02813817378630501	0.06752463502830675	0.12369877574543942	0.1410333480029875	0.06613696851752948	0.0699276745199684	0.10653950888139785	0.11300327815754474	0.08387176522367212	0.06954745610914781	0.12767026831936068	0.12165356151319762
18	0.15743802832897735	0.0956670241532076	0.11817470608048541	0.12413206261767806	0.042202500962039036	0.3051620546702428	0.06511846066232363	0.11654900642649724	0.04340116125135607	0.0949865707823283	0.08286156022572966	0.21335801560175816	0.07268664772341504	0.0766881482968722	0.07573424570363696	0.15974550893355421	0.09411549938128572	0.11519301788599201	0.0929274166793641	0.11235318238497605	0.21041042754769523	0.1519165003377112	0.0909487845704221	0.05208846419443813	0.0695790707819558
19	0.10902486630517949	0.22820951421942404	0.17636056626494068	0.19746802973196953	0.06972228270247172	0.10712390228076596	0.08790102654020215	0.10510748458240837	0.10860518624867954	0.05560255858577712	0.16950117549116617	0.08144523211812826	0.15117758873524068	0.07401656421949043	0.05149836976399558	0.17193802842390926	0.10523647610009945	0.15269360915237995	0.07482831726917993	0.027762567634756152	0.09683435098810578	0.12517748366969284	0.10997346126907381	0.08107601116292085	0.10245464457124831
20	0.14412029863368514	0.06431073695780076	0.1701543091980614	0.13579573148985968	0.1327855335002559	0.17084007137857438	0.06442791548619708	0.14902689267745384	0.11196797494166755	0.09950878363258664	0.1333910382918999	0.11253775869323801	0.1368053070533478	0.06053533164636282	0.06657269537723287	0.17710748439321078	0.0728124802563358	0.0772521066854992	0.07452320808633728	0.06915660884691	0.19508194897407027	0.09859627477300148	0.10585206093676269	0.11772869608137915	0.15246462491329726
21	0.1476993398238291	0.22294260824709966	0.0071761523474681566	0.04735032133149186	0.1198849304662033	0.16984488447582358	0.09024798785899779	0.07467326939946561	0.09077166882281473	0.06406457034800594	0.16210291517333053	0.07481814965963107	0.10652420845574262	0.1295942695978144	0.08727648361886753	0.14604219893560877	0.08323895329353781	0.14794766580060936	0.14067840032356516	0.050108242426135874	0.13900737978039823	0.12121262047188175	0.13332123022639253	0.10056831759771367	0.09359240630625343
22	0.19917998300140094	0.04975579248172546	0.05494741052645147	0.21341781176835273	0.0593823339918601	0.1850697991818535	0.11992150196182394	0.1230671075692441	0.12307404424190627	0.04490237583320045	0.10041257525879388	0.15477858327996707	0.07629019986210506	0.048617054648187885	0.05139010229076191	0.1499960528428308	0.08883524917379138	0.09349175617674665	0.05955771880328686	0.06469179690359206	0.14449850397307162	0.17857890967326828	0.11191677369960962	0.10624213741307009	0.0809541659280234
23	0.21688773446962473	0.1260779735525681	0.17993684366495044	0.09227092723116737	0.07909543700577759	0.06702009065003045	0.1550116147860272	0.05736266173099025	0.09296441260478217	0.006207592585439792	0.18157242249606698	0.13694721435709445	0.10440962289997402	0.08175735376294113	0.07475321528349765	0.13312151145582096	0.07405478766846751	0.04374244015085371	0.09500401564899952	0.07621582360335866	0.17210813146486592	0.1589975288705343	0.18536481856321985	0.09577855162342208	0.11212460978073657
24	0.2103024348301734	0.046264001974023694	0.06598116308302515	0.07185760408780095	0.08302220855195597	0.09845028339899509	0.08886589983351556	0.005366069839371934	0.15670173506771246	0.09460825551528318	0.18057051290178106	0.10235917726628363	0.06615655903927653	0.10003422674633089	0.09841792821636342	0.09082616554634881	0.12098991385826074	0.08682526629986453	0.07250374233855328	0.12582095705319996	0.15530343894859544	0.1424981127192968	0.12898355180493992	0.09302872186484357	0.090756245036834
25	0.19233626861926312	0.04720580258334017	0.1640513280106276	0.12297282511633745	0.08238471852380302	0.15513300647632233	0.09867475837115647	0.11225383121002319	0.0806615471368709	0.08883535117365171	0.09047672979751098	0.09058063852501519	0.10965319167445231	0.11175005184158415	0.08949980945551084	0.1473950256909028	0.10133076367565841	0.0715209214034025	0.08463582404607417	0.09956037307288379	0.1991493254622514	0.11632377021597928	0.12811326443737647	0.08322099981803133	0.07278853511381667
26	0.24142364189639276	0.015004007013587728	0.05489569193370747	0.06384347600536355	0.12547675532241775	0.247207864007987	0.09498060867885605	0.08605006587246089	0.0760294198708441	0.10022799472868205	0.14582332091634187	0.07282044170878299	0.13853808842942728	0.08144100768320273	0.09433855997173679	0.15817696793357094	0.09036528956010426	0.1494750005361335	0.07054767525171812	0.08552830339308382	0.11521381639977901	0.16105754823288643	0.0790165134527615	0.09047535850674637	0.05556479188723229
27	0.1370733452129409	0.14208247470714153	0.046751649398017237	0.1288745147496222	0.14822299905082925	0.11396370375218601	0.10437377879645493	0.1658751702527561	0.04314433961922759	0.10717968284555646	0.07016237306238104	0.06255511284050042	0.1132022133392101	0.09101407544245632	0.09680652178229932	0.1014671169451371	0.09592655603622036	0.13162315612268394	0.1020655700417803	0.059780530106025576	0.1212357408954714	0.07905398263111718	0.10286770248815313	0.05684252713080751	0.06323003893897083
28	0.12771695548345308	0.11881445071399666	0.10169353906491707	0.15027809807131698	0.07254268267336805	0.19843489316629848	0.21776752253562504	0.1228540365673415	0.10221421253174434	0.1432370698464478	0.07695104799820995	0.07081571178753099	0.09479145589197124	0.0487274677835694	0.06620623933723735	0.20003225872383368	0.10148877832895631	0.0872131145974464	0.12024118614505352	0.07085192946271135	0.13211149100864117	0.12526537551436168	0.10287507505259041	0.07579711288156943	0.06108101347837058
29	0.13478764900481055	0.05410370226046657	0.06045446897312634	0.028653290295152845	0.10192631791838591	0.1403735156440502	0.05285209028776161	0.15804074332570228	0.10902606005846982	0.07849373664248571	0.10886125033845051	0.1018701761818982	0.0824335140214858	0.04739917485506484	0.1474433537426737	0.10135079203322139	0.10737537989242907	0.10258971778096793	0.1036154188415147	0.07657553625086067	0.1568747400498507	0.1035025824585123	0.10173230470732664	0.0931008798981745	0.07398291174109506
30	0.14862629785252401	0.18854390055927284	0.09417753446867316	0.1295133395810364	0.06534980369678212	0.16090836417893362	0.10441331101589502	0.03716625505862192	0.037327638283427556	0.10087533016328876	0.13443358951174877	0.13110437519170992	0.10067953323914924	0.08451483177631136	0.04221137120147722	0.14447587185640298	0.09982572046055638	0.15057366867446087	0.11825659445804149	0.13286871900706088	0.12281332516131449	0.15349215562429486	0.07888983872309485	0.06585616504950664	0.09940964499539251
31	0.25592548871082454	0.11757602127179012	0.11501716001241702	0.14068730461566004	0.03757854531828375	0.18454590001201976	0.10647326160844006	0.05661944301517652	0.15328680404507278	0.10572467373332817	0.13203246360570298	0.10251612708588875	0.11124103084797032	0.04408421183348554	0.07692913978817606	0.26057804999467427	0.11627428658662808	0.060807765569537486	0.13785831109100988	0.11881183545016949	0.1741016555664141	0.14935245535408026	0.07630693984726844	0.0755067084177713	0.13969208607988692
32	0.08532597992505242	0.028717201647053048	0.050148245169683525	0.12083283042964055	0.03202632942231376	0.09911497025564653	0.0926049083221161	0.0644866434236615	0.026621435193912912	0.02335024686862308	0.28421341671053335	0.0770121141356016	0.10049879832353581	0.07536089892282405	0.08343527727657307	0.16364856262156724	0.14338186662642194	0.0936448364987208	0.06633527075688783	0.08555918423886111	0.21030531050012902	0.16764169677947627	0.09458774698527073	0.09535538131118393	0.11165462874935461
33	0.11289945602772711	0.12532093966408753	0.08240461751519057	0.09499266252535543	0.054355413037879496	0.08395447050501237	0.017205351976018246	0.1072181361122756	0.05367441243092985	0.040628386385811566	0.04874555587487195	0.09255354019335671	0.08221752707098606	0.05821395358983572	0.07130740164142679	0.21230625015961324	0.09103897752734103	0.09311797470427075	0.09006050537720256	0.10980928988821537	0.16968439876278307	0.1344962370358015	0.1744441909246932	0.12437538867494835	0.12611020773087123
34	0.16756154067128914	0.004565375922955028	0.098584547706837	0.0640620608353053	0.016575866411452922	0.08166149847598392	0.11934929217712476	0.08778550530288098	0.14121451495025472	0.02582939994401212	0.22870019224545124	0.19243782641679608	0.10603524181972612	0.03957494397690442	0.10552495224925107	0.12320505541203408	0.13097558521245167	0.10215983822686658	0.06150461579963595	0.12637544102126885	0.07353162792292656	0.0734362575519878	0.061306104886404866	0.0915126539408837	0.07862930896223175
35	0.11578714045576777	0.023588785117407474	0.1626272664961783	0.12139818348395004	0.028069921700747513	0.21774149713863533	0.163478610581546	0.08773769486160199	0.14306864087408755	0.09689721768323423	0.12500329035336877	0.2107578917579882	0.09262593065380431	0.11845225818406024	0.06444709913118896	0.1431056630925449	0.09112947306919728	0.08315486017629736	0.07978503957744176	0.055990468303956153	0.15613923798230034	0.14607905829553558	0.12681321693103476	0.08052030921667563	0.07418783658347627
36	0.10187304720866763	0.14383327197850426	0.13285990538164905	0.10665313477179517	0.06368395979051034	0.1687895680292022	0.1375599824938788	0.126627908786341	0.05939540985284497	0.049997127839725874	0.1316405369379634	0.14441944601653944	0.10995254313296399	0.13031475384515168	0.09846500572460659	0.10782140016352926	0.15413163040766842	0.0859203258492427	0.06024301391058118	0.04057185189450796	0.13008666313841533	0.13536262087695672	0.12742363318926098	0.10150916238760721	0.10000998263666672
37	0.09959436542431166	0.22961100319082617	0.15932851877923104	0.08230412448992708	0.11537865053777407	0.07089046657112186	0.13105011116981424	0.12924011029381766	0.07428176980963008	0.059414101626641624	0.048793951429559335	0.15860350593843386	0.15057203210041759	0.0781019848501312	0.05781444716651529	0.15365755723850194	0.09254048625473554	0.17494475931241893	0.07629413587958	0.045099352384531444	0.1402341926200915	0.11857029317546008	0.10209216514539754	0.08585577002824596	0.05416568695821333
38	0.168829412945522	0.023407951714036757	0.0975071191745378	0.11997809863124331	0.08537747309258148	0.11209314613731325	0.17369991425288256	0.1277617779920024	0.1168525126568093	0.07131940058452957	0.11456279592840246	0.173745492393925	0.11304046034625181	0.11552126354435777	0.05323853594485317	0.08515112413760728	0.12284356900706839	0.10579839145733128	0.09369447660483077	0.06457155819037619	0.12749273359718716	0.11975003010903051	0.12276322688424257	0.11725394587725946	0.05629877933631322
39	0.13991179751954264	0.1452130662550074	0.118620472674559	0.08610826555343642	0.1438842751859113	0.13155379449521254	0.06630746603913595	0.12759625325756097	0.06791401390518592	0.06580847648695798	0.15008207479899416	0.18238372611475262	0.06135917946503067	0.10038928749251919	0.08454403196031424	0.1844941456860435	0.10187566176673157	0.10893472075630017	0.13496859108111336	0.0624753516408888	0.11947797179963171	0.08281402569546015	0.14918503892586943	0.13911999834750166	0.06878019896169574
40	0.10211344732845518	0.08066671293271133	0.1276025296859311	0.08331884027012837	0.03798272785933454	0.2413471218632911	0.09485823965109597	0.1653392650712352	0.09496025603427072	0.05000829821616248	0.12100833639401853	0.17689098553588034	0.15540321182112182	0.08106590078236064	0.09339762204751523	0.10455244721705659	0.11471648764460318	0.12103245722014333	0.14375129715375035	0.08841668241919842	0.12074314713661516	0.11791770152921266	0.08938911855528064	0.10369031146809349	0.05923409911141697
41	0.15095208741617705	0.06695032311666338	0.04983164865707823	0.016518580545162087	0.11829826076849681	0.13591624801698032	0.11651350836241858	0.09537102164093536	0.06858828443132858	0.10558307495316455	0.07305739832954006	0.057412434390470835	0.08806564535724593	0.0791346689844653	0.11262115364359415	0.15440493547202683	0.16284882469598483	0.09683983235856752	0.10698605447988863	0.09626600283786857	0.15023522025759606	0.10610296646825379	0.09466377969962392	0.1508549978624505	0.08267128728072703
42	0.22745702339097862	0.13654751050652103	0.07906931177071697	0.06648298666232988	0.10736534038022527	0.17389328500050938	0.15242559687275126	0.07343889577235974	0.03458196984071338	0.1151946527740334	0.2249262391801009	0.1497306767692902	0.12532628290334158	0.05535576729371916	0.07868659243973875	0.11916326678135514	0.2024248315751923	0.10216996530911882	0.15478026151271929	0.13593175841757232	0.1493947164957674	0.08894566886718203	0.07282755364702365	0.10678086445994983	0.05604806803956863
43	0.05140280829927635	0.0447468213201051	0.12840915890035842	0.03468289908662581	0.07417101688158823	0.14915703670035696	0.07597936536633798	0.04150002524806429	0.04929770019282942	0.059233936347487526	0.05560563305199029	0.08968014220156484	0.08571420868902335	0.11006467977533863	0.05836699799852296	0.19856894400369285	0.1379234733453587	0.06733356299004623	0.07889087088228097	0.03474481730941281	0.10533342618304231	0.09408057527445413	0.09167501159153191	0.05530101821932221	0.09032361535516698
44	0.04038938646220713	0.15586357890622593	0.10814162018842643	0.05491856245370963	0.10031528706183135	0.14423014891741814	0.17408650710409812	0.07189943999283799	0.09033519965067693	0.10884313442197435	0.1230112280264527	0.1352887291513981	0.06777232282484869	0.13646835237510713	0.10037117510522786	0.07489378548981107	0.08906386653846587	0.10816408598911342	0.06982697430360774	0.1322091451070989	0.17113138305965359	0.10576952965016129	0.11672319175311596	0.0797165426142975	0.06498200117802944
45	0.1754624233870432	0.05366589003155475	0.1697201447235419	0.07319774437796267	0.0755408280812313	0.09044015950041595	0.04065735026981143	0.03215432911538263	0.09429191775120371	0.05747347362928712	0.10772583625312993	0.11802937289498339	0.06429538638296817	0.07501289717500892	0.06098522920466842	0.18557545062250358	0.09240875810177485	0.11782881367205844	0.08726729415781687	0.09263012595739784	0.1388119672684195	0.10058050256966822	0.15430310581369966	0.11778762236957763	0.11140493509229155
46	0.11364323801197929	0.0744790954173764	0.04301233655608394	0.0759679830171589	0.06734823841352444	0.04101002048025271	0.09153946650505729	0.13189671197807018	0.1394421554879528	0.0871968435822883	0.15996320657722407	0.1439812305555469	0.10459125588950358	0.08355601843853477	0.044600486463377664	0.13179273244815803	0.07935440988438824	0.09161961620609138	0.06532693081836338	0.061810977019978286	0.18287748443364105	0.0807269785635999	0.05552980623173376	0.051835466641992345	0.1018939337575937
47	0.18506751202726468	0.10946639062597108	0.21063907849682373	0.09768283735382066	0.10274372766483164	0.1182892404195286	0.16454631976156897	0.18467823838189057	0.061553882203103316	0.11239587270124474	0.09554998197162645	0.08539069045957604	0.12633158317634352	0.09322152554349916	0.04067486232260176	0.07045083656798412	0.06909000747169225	0.1263446926582824	0.11952835130960993	0.07461812394748446	0.08561669958089624	0.0641816337063319	0.10879290247769213	0.06128642325409017	0.08025633041299707
48	0.13828388395011193	0.11813346269213598	0.1561676437074837	0.021642187561598303	0.1304232420690421	0.19800146066200963	0.19189742410238486	0.05133668699469207	0.047162717386873054	0.04733646614693754	0.11758838361292856	0.18060579957978973	0.060650275012733235	0.10267967048257298	0.07007705868783998	0.13299901403600634	0.14340760296053057	0.11135196710602813	0.09358343684632786	0.08564207825923353	0.1104000913780776	0.09526706381209193	0.1313713284847342	0.10040055673507364	0.06660082872092032
49	0.18216494428336882	0.08649154922921087	0.017245561460104142	0.07552391288200211	0.07991709341179387	0.16879909882719246	0.11144304323214904	0.05857474128363249	0.02815440052115281	0.0665437866576225	0.11561466984728386	0.1818277170812419	0.13917612147863834	0.09587800277497482	0.10759578137490022	0.15003396680923742	0.1064466591484261	0.12040371869046429	0.14465708242719555	0.10035072197397288	0.10057550645161895	0.12721625626527977	0.06234723961407307	0.08364204268215136	0.05538808534932027
50	0.16266604354359548	0.10602491299398753	0.09596648685131759	0.07936746575678633	0.06378921306879926	0.1487493940413679	0.00011109776286610806	0.12792154340386686	0.09968494479254664	0.10992261144884286	0.10371551853363925	0.07910832897783804	0.10632795863803757	0.11793909330387875	0.07104643561764401	0.11462107417888556	0.16606078460129892	0.16977404157194975	0.09110359210359154	0.06214074761125987	0.08952483349744988	0.11244642764890977	0.11142380173785016	0.07122676192388866	0.08076880409690657
51	0.02253396923824247	0.22863467793086378	0.07998737457695904	0.15370085206900808	0.039135116649190005	0.08354952300167884	0.12718314640353034	0.13141127326639956	0.06775811545501875	0.0467759662281263	0.14583710245839132	0.11239321273235969	0.10640791507108716	0.10609520772534142	0.10051696646492136	0.15174451968850033	0.11647355534873971	0.11706635036632351	0.10521480584706067	0.09604552696424706	0.11618664134181167	0.17217388365376807	0.07888984513979724	0.07899188641368982	0.056666587339136654
52	0.1378161743859796	0.1385930534767793	0.15346616932808743	0.11389221123607696	0.1158302693000749	0.23650136135579625	0.012371754671989588	0.0711639381275091	0.09166506175753852	0.0802132208711206	0.12165076071451886	0.1402437817871679	0.1933514446351472	0.14409919005647465	0.06994347432647818	0.12841806270330403	0.1149447609405928	0.09301526954596573	0.05862485070028811	0.0797857736514127	0.13516806365457346	0.12271336329039606	0.10532782053947554	0.08920456170498581	0.05522682175611404
53	0.10677752059655976	0.1963283692516411	0.11382139009662273	0.11039436012927561	0.11974439896301958	0.06510031512431258	0.17498741575285237	0.07151991476878372	0.07047391621386712	0.06870702883573054	0.14648507174270853	0.13687657335273906	0.12158123262222365	0.07414355960387353	0.11463972290185986	0.1200357539707485	0.10523314636118364	0.09499469549992712	0.09985584904340006	0.10159760231204507	0.1954033116123851	0.12173941955823375	0.08920490506016665	0.10694783494406757	0.1089153411655508
54	0.08429151383725586	0.29411219939326694	0.10299989339890692	0.08446761157316862	0.08862928076872123	0.07392772906163791	0.12505860562734694	0.09200980133306524	0.04363871097892913	0.07340473463452868	0.10384697602371051	0.11883280221140469	0.08439950043817335	0.07788785183723768	0.10664965370359336	0.18181587209851569	0.14263594845315775	0.06687442945236599	0.12674171388210254	0.08214599475014761	0.14624316574545093	0.10020602857902172	0.10589530933413904	0.1256968405485016	0.04734038262653251
55	0.10750726066813365	0.1712165977022152	0.07215879395601055	0.1029172457528823	0.03847811704172621	0.22437441284648263	0.09286099622311117	0.09498709174553566	0.14069956320294008	0.0715962014407272	0.15448083181109418	0.14947627178441214	0.08994720498056075	0.14550774223300222	0.03564274719766736	0.13552817548401153	0.1599405058077501	0.08897138483546352	0.05003204485608437	0.09507364129211904	0.09685812700807217	0.09780208284590208	0.10103749105002535	0.044994904426938875	0.06143154923383287
56	0.12195384137430543	0.23608274966828757	0.14863654144168115	0.05044736984182441	0.078645724150323	0.09796329731680231	0.097227437676907	0.1253688575184937	0.105402888413615	0.07163496217730125	0.11660549973732515	0.15370579239114202	0.14060496813071022	0.08489205134451416	0.13339564401151383	0.159855056445236	0.15093626529698045	0.16061478171620136	0.05699763010972536	0.05360469864236983	0.0768609392916082	0.14084045724182737	0.16915329586422267	0.08573060120162679	0.11847534216880073
57	0.09548323511102408	0.04475799190166829	0.04513857382975728	0.051518593493442455	0.05579331018975531	0.07029657389641453	0.10540250694689668	0.21344649685360984	0.06517980885265462	0.057203575072116486	0.22891780387873495	0.08761279010231493	0.047766607259441374	0.10237289202772093	0.08268271115089743	0.1629248070354109	0.10694566383080273	0.10253525900754656	0.03721974434825703	0.075924995926131	0.06576287972591899	0.10416642019360023	0.06530432638174155	0.09362709457835705	0.11182139662422574
