	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50
10	0.005	0.005	0.005	0.005	0.005	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.11499999999999999	0.11499999999999999	0.11499999999999999	0.11499999999999999	0.11499999999999999	0.11499999999999999	0.11499999999999999	0.11499999999999999	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12000000000000005	0.12000000000000005	0.12000000000000005	0.12000000000000005	0.12000000000000005
11	0.005	0.005	0.005	0.005	0.060000000000000005	0.060000000000000005	0.060000000000000005	0.060000000000000005	0.060000000000000005	0.060000000000000005	0.060000000000000005	0.060000000000000005	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.08	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.11499999999999999	0.11499999999999999	0.11499999999999999	0.11499999999999999	0.11499999999999999	0.11499999999999999	0.11499999999999999	0.11499999999999999
12	0.005	0.005	0.005	0.005	0.05500000000000001	0.05500000000000001	0.05500000000000001	0.05500000000000001	0.05500000000000001	0.05500000000000001	0.05500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.10500000000000004	0.10500000000000004	0.10500000000000004	0.10500000000000004	0.10500000000000004	0.10500000000000004	0.10500000000000004	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.11000000000000004	0.11000000000000004	0.11000000000000004	0.11000000000000004
13	0.005	0.005	0.005	0.005	0.055	0.055	0.055	0.055	0.055	0.055	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.095	0.095	0.095	0.095	0.095	0.095	0.095	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.10999999999999999	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999993
14	0.005	0.005	0.005	0.005	0.045000000000000005	0.045000000000000005	0.045000000000000005	0.045000000000000005	0.045000000000000005	0.045000000000000005	0.06999999999999999	0.06999999999999999	0.06999999999999999	0.06999999999999999	0.06999999999999999	0.06999999999999999	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.09499999999999997	0.09499999999999997	0.09499999999999997	0.09499999999999997	0.09499999999999997	0.09499999999999997	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10499999999999998	0.10000000000000003	0.10000000000000003	0.10000000000000003	0.10000000000000003
15	0.005	0.005	0.005	0.045000000000000005	0.045000000000000005	0.045000000000000005	0.045000000000000005	0.045000000000000005	0.045000000000000005	0.06499999999999999	0.06499999999999999	0.06499999999999999	0.06499999999999999	0.06499999999999999	0.06499999999999999	0.07499999999999998	0.07499999999999998	0.07499999999999998	0.07499999999999998	0.07499999999999998	0.07499999999999998	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.10000000000000003	0.10000000000000003	0.10000000000000003	0.10000000000000003	0.10000000000000003	0.10000000000000003	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.09999999999999998
16	0.005	0.005	0.005	0.045000000000000005	0.045000000000000005	0.045000000000000005	0.045000000000000005	0.045000000000000005	0.045000000000000005	0.06000000000000001	0.06000000000000001	0.06000000000000001	0.06000000000000001	0.06000000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.09499999999999997	0.09499999999999997	0.09499999999999997	0.09499999999999997	0.09499999999999997	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.09999999999999998	0.10000000000000003	0.10000000000000003	0.10000000000000003
17	0.005	0.005	0.005	0.040000000000000015	0.040000000000000015	0.040000000000000015	0.040000000000000015	0.040000000000000015	0.05500000000000001	0.05500000000000001	0.05500000000000001	0.05500000000000001	0.05500000000000001	0.05500000000000001	0.07	0.07	0.07	0.07	0.07	0.07499999999999998	0.07499999999999998	0.07499999999999998	0.07499999999999998	0.07499999999999998	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08499999999999999	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003	0.09500000000000003
18	0.0	0.0	0.0	0.04000000000000001	0.04000000000000001	0.04000000000000001	0.04000000000000001	0.04000000000000001	0.05499999999999999	0.05499999999999999	0.05499999999999999	0.05499999999999999	0.05499999999999999	0.06499999999999999	0.06499999999999999	0.06499999999999999	0.06499999999999999	0.06499999999999999	0.07	0.07	0.07	0.07	0.07	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.09000000000000002	0.09000000000000002	0.09000000000000002
19	0.0	0.0	0.0	0.035	0.035	0.035	0.035	0.035	0.05	0.05	0.05	0.05	0.06000000000000001	0.06000000000000001	0.06000000000000001	0.06000000000000001	0.06000000000000001	0.07	0.07	0.07	0.07	0.07	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08499999999999996	0.08499999999999996	0.08499999999999996	0.08499999999999996	0.08499999999999996	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002
20	0.0	0.0	0.0	0.035	0.035	0.035	0.035	0.05	0.05	0.05	0.05	0.05	0.06	0.06	0.06	0.06	0.065	0.065	0.065	0.065	0.065	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07499999999999998	0.07499999999999998	0.07499999999999998	0.07499999999999998	0.07499999999999998	0.07999999999999996	0.07999999999999996	0.07999999999999996	0.07999999999999996	0.07999999999999996	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.09000000000000002	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.08999999999999997	0.09000000000000002	0.09000000000000002	0.09000000000000002
21	0.0	0.0	0.0	0.029999999999999995	0.029999999999999995	0.029999999999999995	0.029999999999999995	0.045	0.045	0.045	0.045	0.05499999999999999	0.05499999999999999	0.05499999999999999	0.05499999999999999	0.05499999999999999	0.065	0.065	0.065	0.065	0.07	0.07	0.07	0.07	0.07499999999999998	0.07499999999999998	0.07499999999999998	0.07499999999999998	0.07499999999999998	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08499999999999996	0.08499999999999996	0.08499999999999996	0.08499999999999996	0.08499999999999996	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002
22	0.0	0.0	0.0	0.034999999999999996	0.034999999999999996	0.034999999999999996	0.034999999999999996	0.04500000000000001	0.04500000000000001	0.04500000000000001	0.04500000000000001	0.05499999999999999	0.05499999999999999	0.05499999999999999	0.05499999999999999	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.065	0.07000000000000003	0.07000000000000003	0.07000000000000003	0.07000000000000003	0.07000000000000003	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.07500000000000001	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08500000000000002	0.08499999999999996	0.08499999999999996	0.08499999999999996	0.08499999999999996	0.08000000000000002	0.08000000000000002	0.08000000000000002
23	0.0	0.0	0.0	0.03	0.03	0.03	0.04000000000000001	0.04000000000000001	0.04000000000000001	0.04000000000000001	0.04000000000000001	0.05000000000000002	0.05000000000000002	0.05000000000000002	0.06	0.06	0.06	0.06	0.06	0.065	0.065	0.065	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07	0.07999999999999996	0.07999999999999996	0.07999999999999996	0.07999999999999996	0.07999999999999996	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002	0.08000000000000002
